"Time","superficie"
2023-07-09 05:20:00,32.50
2023-07-09 05:40:00,32.47
2023-07-09 06:00:00,32.38
2023-07-09 06:20:00,32.38
2023-07-09 06:40:00,32.31
2023-07-09 07:00:00,32.31
2023-07-09 07:20:00,32.31
2023-07-09 07:40:00,32.31
2023-07-09 08:00:00,32.28
2023-07-09 08:20:00,32.31
2023-07-09 08:40:00,32.28
2023-07-09 09:00:00,32.31
2023-07-09 09:20:00,32.31
2023-07-09 09:40:00,32.31
2023-07-09 10:00:00,32.34
2023-07-09 10:20:00,32.47
2023-07-09 10:40:00,32.53
2023-07-09 11:00:00,32.66
2023-07-09 11:20:00,32.69
2023-07-09 11:40:00,32.84
2023-07-09 12:00:00,32.97
2023-07-09 12:20:00,32.91
2023-07-09 12:40:00,33.06
2023-07-09 13:00:00,33.09
2023-07-09 13:20:00,33.09
2023-07-09 13:40:00,33.28
2023-07-09 14:00:00,33.44
2023-07-09 14:20:00,33.59
2023-07-09 14:40:00,33.72
2023-07-09 15:00:00,33.78
2023-07-09 15:20:00,33.84
2023-07-09 15:40:00,33.94
2023-07-09 16:00:00,33.97
2023-07-09 16:20:00,34.06
2023-07-09 16:40:00,34.13
2023-07-09 17:00:00,34.22
2023-07-09 17:20:00,34.28
2023-07-09 17:40:00,34.38
2023-07-09 18:00:00,34.41
2023-07-09 18:20:00,34.47
2023-07-09 18:40:00,34.47
2023-07-09 19:00:00,34.44
2023-07-09 19:20:00,34.41
2023-07-09 19:40:00,34.38
2023-07-09 20:00:00,34.34
2023-07-09 20:20:00,34.31
2023-07-09 20:40:00,34.28
2023-07-09 21:00:00,34.19
2023-07-09 21:20:00,34.13
2023-07-09 21:40:00,34.06
2023-07-09 22:00:00,34.00
2023-07-09 22:20:00,33.92
2023-07-09 22:40:00,33.84
2023-07-09 23:00:00,33.72
2023-07-09 23:20:00,33.69
2023-07-09 23:40:00,33.59
2023-07-10 00:00:00,33.56
2023-07-10 00:20:00,33.53
2023-07-10 00:40:00,33.50
2023-07-10 01:00:00,33.53
2023-07-10 01:20:00,33.44
2023-07-10 01:40:00,33.41
2023-07-10 02:00:00,33.34
2023-07-10 02:20:00,33.28
2023-07-10 02:40:00,33.25
2023-07-10 03:00:00,33.16
2023-07-10 03:20:00,33.13
2023-07-10 03:40:00,33.09
2023-07-10 04:00:00,33.03
2023-07-10 04:20:00,33.00
2023-07-10 04:40:00,32.94
2023-07-10 05:00:00,32.88
2023-07-10 05:20:00,32.84
2023-07-10 05:40:00,32.81
2023-07-10 06:00:00,32.78
2023-07-10 06:20:00,32.72
2023-07-10 06:40:00,32.66
2023-07-10 07:00:00,32.59
2023-07-10 07:20:00,32.63
2023-07-10 07:40:00,32.56
2023-07-10 08:00:00,32.56
2023-07-10 08:20:00,32.56
2023-07-10 08:40:00,32.56
2023-07-10 09:00:00,32.56
2023-07-10 09:20:00,32.56
2023-07-10 09:40:00,32.72
2023-07-10 10:00:00,32.75
2023-07-10 10:20:00,32.88
2023-07-10 10:40:00,32.88
2023-07-10 11:00:00,32.94
2023-07-10 11:20:00,33.13
2023-07-10 11:40:00,33.25
2023-07-10 12:00:00,33.28
2023-07-10 12:20:00,33.59
2023-07-10 12:40:00,33.50
2023-07-10 13:00:00,33.56
2023-07-10 13:20:00,33.66
2023-07-10 13:40:00,33.78
2023-07-10 14:00:00,33.91
2023-07-10 14:20:00,34.03
2023-07-10 14:40:00,34.09
2023-07-10 15:00:00,34.22
2023-07-10 15:20:00,34.28
2023-07-10 15:40:00,34.31
2023-07-10 16:00:00,34.41
2023-07-10 16:20:00,34.47
2023-07-10 16:40:00,34.56
2023-07-10 17:00:00,34.59
2023-07-10 17:20:00,34.63
2023-07-10 17:40:00,34.66
2023-07-10 18:00:00,34.69
2023-07-10 18:20:00,34.69
2023-07-10 18:40:00,34.69
2023-07-10 19:00:00,34.66
2023-07-10 19:20:00,34.66
2023-07-10 19:40:00,34.59
2023-07-10 20:00:00,34.56
2023-07-10 20:20:00,34.50
2023-07-10 20:40:00,34.41
2023-07-10 21:00:00,34.34
2023-07-10 21:20:00,34.28
2023-07-10 21:40:00,34.22
2023-07-10 22:00:00,34.13
2023-07-10 22:20:00,34.04
2023-07-10 22:40:00,33.97
2023-07-10 23:00:00,33.91
2023-07-10 23:20:00,33.81
2023-07-10 23:40:00,33.78
2023-07-11 00:00:00,33.72
2023-07-11 00:20:00,33.69
2023-07-11 00:40:00,33.59
2023-07-11 01:00:00,33.56
2023-07-11 01:20:00,33.50
2023-07-11 01:40:00,33.41
2023-07-11 02:00:00,33.38
2023-07-11 02:20:00,33.31
2023-07-11 02:40:00,33.25
2023-07-11 03:00:00,33.19
2023-07-11 03:20:00,33.13
2023-07-11 03:40:00,33.09
2023-07-11 04:00:00,33.03
2023-07-11 04:20:00,32.97
2023-07-11 04:40:00,32.91
2023-07-11 05:00:00,32.84
2023-07-11 05:20:00,32.81
2023-07-11 05:40:00,32.78
2023-07-11 06:00:00,32.75
2023-07-11 06:20:00,32.72
2023-07-11 06:40:00,32.69
2023-07-11 07:00:00,32.63

